"RECORD_NUM","SET_KEY","COMMIT_PID","DISPLAY_TYPE_DEFN_PID","SCREEN_COUNT","WIDTH","HEIGHT","HAS_KEYBOARD","TOUCH_SCREEN","AUTO_ROTATE","HAS_INTERNET","HAS_SERVER","REMINDER","DISPLAY_ORDER","IS_DEFAULT","SHOW"
"1","1","0","1","1","1920","1080","TRUE","FALSE","FALSE","TRUE","TRUE","0","1","TRUE","TRUE"
