"RECORD_NUM","SET_KEY","COMMIT_PID","SCRIPT_DEFN_PID","IS_SYSTEM","ACTION_TYPE_KEY","INPUT_FOCUS_TYPE_KEY","INPUT_SUB_TYPE_KEY","REMINDER_KEY","DISPLAY_ORDER","IS_DEFAULT","SHOW"
"1","1","0","1","FALSE","1","172","0","0","0","TRUE","TRUE"
