"RECORD_NUM","SET_KEY","COMMIT_PID","SUBSTN_PARAM_VALUE_PID","IS_SYSTEM","PARENT_STEP_PID","PARAM_LIST_KEY","PARAM_SET_KEY","PARAM_NAME_KEY","VALUE_IS_DATA_ALIAS","VALUE_IS_OTHER_ALIAS","ALIAS_KEY","DEFLT_PARAM_STEP_PID","DISPLAY_ORDER","SHOW"
"2","0","0","0","FALSE","0","0","4711","0","FALSE","FALSE","0","0","0","FALSE"
