"RECORD_NUM";"SET_KEY";"COMMIT_PID";"FIELD_VALID_DEFN_PID";"VIEW_SCRIPT_GROUP_KEY";"VIEW_SCRIPT_PID";"MODIFY_SCRIPT_GROUP_KEY";"MODIFY_SCRIPT_PID";"REMINDER_KEY";"DISPLAY_ORDER";"IS_DEFAULT";"SHOW"
"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"FALSE";"TRUE"
