"RECORD_NUM","SET_KEY","COMMIT_PID","HDATE_CALENDAR_DEFN_PID","REMINDER_KEY","DISPLAY_ORDER","IS_DEFAULT","SHOW"
"1","1","0","1","0","1","TRUE","TRUE"
