"RECORD_NUM";"SET_KEY";"COMMIT_PID";"RECORD_VALID_DEFN_PID";"VIEW_SCRIPT_GROUP_KEY";"VIEW_SCRIPT_PID";"MODIFY_SCRIPT_GROUP_KEY";"MODIFY_SCRIPT_PID";"DELETE_SCRIPT_GROUP_KEY";"DELETE_SCRIPT_PID";"REMINDER";"DISPLAY_ORDER";"IS_DEFAULT";"SHOW"
"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"TRUE";"TRUE"
