"RECORD_NUM","SET_KEY","COMMIT_PID","SCRIPT_GROUP_DEFN_PID","ACTION_TYPE_KEY","INPUT_FOCUS_TYPE_KEY","INPUT_SUB_TYPE_KEY","REMINDER_KEY","DISPLAY_ORDER","IS_DEFAULT","SHOW"
"1","1","0","1","1","751","0","0","1","TRUE","TRUE"
